datetime,city,state,country,country_label,shape,shape_cleaned,duration (seconds),duration_min,log_duration,latitude,longitude,year,month,hour,day_of_week,day_name,decade,season,is_weekend,time_of_day,comments
2009-04-23 19:10:00,cranston,ri,us,United States,disk,disk,60.0,1.0,4.110873864173311,41.7797222,-71.4377778,2009,4,19,3,Thursday,2000,Spring,0,Evening (18–24),Two Silver Objects diagonal from each other hovered&#44 then jolted upwards&#44 and vanished out of sight on a clear day.
2009-04-23 21:00:00,las vegas,nv,us,United States,unknown,unknown,300.0,5.0,5.707110264748875,36.175,-115.1363889,2009,4,21,3,Thursday,2000,Spring,0,Evening (18–24),Jets take off toward the north then orange lights glow in succession repeatedly.
2009-04-23 21:00:00,miami,fl,us,United States,circle,circle,45.0,0.75,3.828641396489095,25.7738889,-80.1938889,2009,4,21,3,Thursday,2000,Spring,0,Evening (18–24),miami us citizen witness a ufo
2009-04-23 21:05:00,lake charles,la,us,United States,triangle,triangle,120.0,2.0,4.795790545596741,30.2263889,-93.2172222,2009,4,21,3,Thursday,2000,Spring,0,Evening (18–24),My family and I saw a UFO last night at our house.
2009-04-23 21:30:00,shepherdsville,ky,us,United States,light,light,360.0,6.0,5.8888779583328805,37.9883333,-85.7158333,2009,4,21,3,Thursday,2000,Spring,0,Evening (18–24),Lights Over Shepherdsville Kentucky
2009-04-23 21:35:00,martinsburg,wv,us,United States,diamond,other,60.0,1.0,4.110873864173311,39.4561111,-77.9641667,2009,4,21,3,Thursday,2000,Spring,0,Evening (18–24),This was no ultralight or helicopter&#33 It was something totally different . it defied the laws of  nature&#33
2009-04-23 21:39:00,malton (canada),on,ca,Canada,light,light,60.0,1.0,4.110873864173311,43.7,-79.633333,2009,4,21,3,Thursday,2000,Spring,0,Evening (18–24),Large yellow orb that didn&#8217;t flash&#44 blink or make any sound (reminded me of a star)that remained motionless in the sky near an airport&#44
2009-04-23 23:24:00,fillmore,in,us,United States,triangle,triangle,15.0,0.25,2.772588722239781,39.6675,-86.7533333,2009,4,23,3,Thursday,2000,Spring,0,Evening (18–24),Triangle craft quite large no lights.
2010-04-23 01:45:00,stillwater,mn,us,United States,sphere,sphere,1800.0,30.0,7.496097345175956,45.0563889,-92.8058333,2010,4,1,4,Friday,2010,Spring,0,Night (0–6),A strange glowing / pulsating colored light was observed in the skys along with a jet that seemed to intercept it
2010-04-23 12:40:00,norcoss,ga,unknown,Unknown,other,other,30.0,0.5,3.4339872044851463,33.941213,-84.213531,2010,4,12,4,Friday,2010,Spring,0,Afternoon (12–18),Black &quot;boomerang&quot; over Norcross&#44 GA during thunderstorm.
2010-04-23 13:00:00,atlanta (after takeoff; in flight),ga,us,United States,sphere,sphere,5.0,0.08333333333333333,1.791759469228055,33.7488889,-84.3880556,2010,4,13,4,Friday,2010,Spring,0,Afternoon (12–18),White spherical orb seen from airliner.
2010-04-23 15:40:00,hagerstown,md,us,United States,formation,formation,300.0,5.0,5.707110264748875,39.6416667,-77.7202778,2010,4,15,4,Friday,2010,Spring,0,Afternoon (12–18),multiple objects in large formation in the afternoon
2010-04-23 15:40:00,westwood,nj,us,United States,other,other,30.0,0.5,3.4339872044851463,40.9911111,-74.0330556,2010,4,15,4,Friday,2010,Spring,0,Afternoon (12–18),Pyramidal Craft over Westwood NJ
2010-04-23 19:15:00,fort lauderdale,fl,us,United States,light,light,1200.0,20.0,7.0909098220799835,26.1219444,-80.1436111,2010,4,19,4,Friday,2010,Spring,0,Evening (18–24),Two stationary lights off Fort Lauderdale
2010-04-23 20:15:00,coquitlam (canada),bc,ca,Canada,unknown,unknown,120.0,2.0,4.795790545596741,49.266667,-122.783333,2010,4,20,4,Friday,2010,Spring,0,Evening (18–24),Object circling the Moon.  ((NUFORC Note:  Date is wrong.  Possible hoax.  PD))
2010-04-23 21:30:00,ogden,ut,us,United States,light,light,5.0,0.08333333333333333,1.791759469228055,41.2230556,-111.9730556,2010,4,21,4,Friday,2010,Spring,0,Evening (18–24),White light over Ogden&#44 Utah
2010-04-23 21:40:00,yorba linda,ca,us,United States,cigar,other,5.0,0.08333333333333333,1.791759469228055,33.8886111,-117.8122222,2010,4,21,4,Friday,2010,Spring,0,Evening (18–24),twinkie shaped object with lights hovering over Yorba Linda&#44 CA (Weir Canyon Exit)
2010-04-23 23:00:00,corona,ca,us,United States,circle,circle,60.0,1.0,4.110873864173311,33.8752778,-117.5655556,2010,4,23,4,Friday,2010,Spring,0,Evening (18–24),just flew from the east to the west
2010-04-23 23:30:00,kenhorst/reading,pa,unknown,Unknown,light,light,120.0,2.0,4.795790545596741,40.30625,-75.944643,2010,4,23,4,Friday,2010,Spring,0,Evening (18–24),Bright green orb of light appeared twice to two astonished sighters
2011-04-23 01:00:00,whitefish,mt,us,United States,triangle,triangle,60.0,1.0,4.110873864173311,48.4111111,-114.3366667,2011,4,1,5,Saturday,2010,Spring,1,Night (0–6),Triangle ufo whitefish montana
2011-04-23 11:39:00,pembroke,va,us,United States,oval,oval,23.0,0.38333333333333336,3.1780538303479458,37.3194444,-80.6391667,2011,4,11,5,Saturday,2010,Spring,1,Morning (6–12),An oval hover craft was above one of the buildings in Pembroke. It has lights going around in a circle. It went in a circle one more ti
2011-04-23 16:00:00,las vegas,nv,us,United States,light,light,900.0,15.0,6.803505257608338,36.175,-115.1363889,2011,4,16,5,Saturday,2010,Spring,1,Afternoon (12–18),flying orbs over las vegas
2011-04-23 20:22:00,lodi,ca,us,United States,changing,other,960.0,16.0,6.8679744089702925,38.1302778,-121.2713889,2011,4,20,5,Saturday,2010,Spring,1,Evening (18–24),bright object eradically zig zaging in sky around airplanes&#44 almost strobing light effect. above lodi&#44ca
2011-04-23 20:35:00,orland,ca,us,United States,light,light,60.0,1.0,4.110873864173311,39.7475,-122.1952778,2011,4,20,5,Saturday,2010,Spring,1,Evening (18–24),Yellow-white light hovers before speeding off into the night sky
2011-04-23 20:59:00,spokane valley,wa,us,United States,rectangle,other,90.0,1.5,4.51085950651685,47.6733333,-117.2383333,2011,4,20,5,Saturday,2010,Spring,1,Evening (18–24),Dim rectangular object seen over Spokane Valley.
2011-04-23 21:00:00,murfreesboro,tn,us,United States,rectangle,other,1800.0,30.0,7.496097345175956,35.8455556,-86.3902778,2011,4,21,5,Saturday,2010,Spring,1,Evening (18–24),12 to 15 orange fiery object over Murfreesboro&#44 TN
2011-04-23 21:30:00,south reno,nv,unknown,Unknown,unknown,unknown,90.0,1.5,4.51085950651685,39.529633,-119.813803,2011,4,21,5,Saturday,2010,Spring,1,Evening (18–24),Blue light with green &quot;contrail.&quot;
2011-04-23 22:43:00,ibadan (univ. of ibadan)  (nigeria),unknown,unknown,Unknown,unknown,unknown,3600.0,60.0,8.188966863648876,7.396389,3.916667,2011,4,22,5,Saturday,2010,Spring,1,Evening (18–24),Glittering UFO
2011-04-23 22:45:00,palm beach gardens,fl,us,United States,light,light,900.0,15.0,6.803505257608338,26.8230556,-80.1388889,2011,4,22,5,Saturday,2010,Spring,1,Evening (18–24),Bobbing red&#44 blue and white light seen west of Palm Beach Gardens&#44 FL.
2011-04-23 23:27:00,yakima,wa,us,United States,diamond,other,2280.0,38.0,7.732369222284388,46.6022222,-120.5047222,2011,4,23,5,Saturday,2010,Spring,1,Evening (18–24),Two round orbs of light shifting in area
2012-04-23 02:00:00,birmingham (uk/england),unknown,gb,United Kingdom,other,other,1200.0,20.0,7.0909098220799835,52.466667,-1.916667,2012,4,2,0,Monday,2010,Spring,0,Night (0–6),WHITE GLOBES OF LIGHT
2012-04-23 04:15:00,decatur,il,us,United States,cigar,other,120.0,2.0,4.795790545596741,39.8402778,-88.9547222,2012,4,4,0,Monday,2010,Spring,0,Night (0–6),Strange lights above decatur ill.
2012-04-23 09:30:00,maple grove,mn,us,United States,circle,circle,180.0,3.0,5.198497031265826,45.0725,-93.4555556,2012,4,9,0,Monday,2010,Spring,0,Morning (6–12),Bright circle of light that hovers. Seen 5 different times. On film 3 times.
2012-04-23 11:43:00,greer,sc,us,United States,flash,other,180.0,3.0,5.198497031265826,34.9386111,-82.2272222,2012,4,11,0,Monday,2010,Spring,0,Morning (6–12),2 Flashing red lights fly slow and silent over my home. i have video
2012-04-23 14:33:00,melbourne,fl,us,United States,other,other,120.0,2.0,4.795790545596741,28.0833333,-80.6083333,2012,4,14,0,Monday,2010,Spring,0,Afternoon (12–18),Encounter with grey transparent beings.
2012-04-23 20:30:00,windsor,il,us,United States,circle,circle,300.0,5.0,5.707110264748875,39.4408333,-88.5947222,2012,4,20,0,Monday,2010,Spring,0,Evening (18–24),Sighting of a UFO traveling over Rural Central Illinois.
2012-04-23 21:00:00,richardson,tx,us,United States,triangle,triangle,80.0,1.3333333333333333,4.394449154672439,32.9480556,-96.7294444,2012,4,21,0,Monday,2010,Spring,0,Evening (18–24),First time to observe such an object in the sky
2012-04-23 21:14:00,st. helena,nc,us,United States,triangle,triangle,3.0,0.05,1.3862943611198906,34.5163889,-77.9158333,2012,4,21,0,Monday,2010,Spring,0,Evening (18–24),Triangulum Gargantua UFO
2012-04-23 21:33:00,yakima,wa,us,United States,unknown,unknown,600.0,10.0,6.398594934535208,46.6022222,-120.5047222,2012,4,21,0,Monday,2010,Spring,0,Evening (18–24),Lights appeared and moved around lighting show in Yakima&#44 Washington
2012-04-23 21:46:00,new york city (manhattan),ny,us,United States,unknown,unknown,300.0,5.0,5.707110264748875,40.7141667,-74.0063889,2012,4,21,0,Monday,2010,Spring,0,Evening (18–24),White light descended and ascended with strong flash.
2012-04-23 21:50:00,rio rancho,nm,us,United States,light,light,60.0,1.0,4.110873864173311,35.2333333,-106.6638889,2012,4,21,0,Monday,2010,Spring,0,Evening (18–24),At 9:50 PM i was heading home from a park near Riverview Drive. As I was leaving the park&#44 turning West&#44 I noticed a red light in the W
2012-04-23 21:54:00,marco island,fl,unknown,Unknown,cylinder,other,60.0,1.0,4.110873864173311,25.939741,-81.707535,2012,4,21,0,Monday,2010,Spring,0,Evening (18–24),The object went from relatively still to disappeared from sight in 2 seconds.
2012-04-23 22:00:00,hinesville,ga,us,United States,light,light,1800.0,30.0,7.496097345175956,31.8466667,-81.5961111,2012,4,22,0,Monday,2010,Spring,0,Evening (18–24),Strange light in the sky near Hinesville&#44 GA
2012-04-23 22:03:00,stockton(west of),ca,us,United States,light,light,2400.0,40.0,7.783640596221253,37.9577778,-121.2897222,2012,4,22,0,Monday,2010,Spring,0,Evening (18–24),At 10:03 pm saw a Flashing red&#44 blue&#44 white light. Hovers in same spot for around 35-40 minutes. Flickering three different colors. Hea
2012-04-23 22:21:00,grindstone,pa,us,United States,light,light,120.0,2.0,4.795790545596741,40.0161111,-79.8308333,2012,4,22,0,Monday,2010,Spring,0,Evening (18–24),Large white object with a slight yellow tint seen being followed/chased by jets.
2012-04-23 22:40:00,cedar park,tx,us,United States,chevron,other,10.0,0.16666666666666666,2.3978952727983707,30.505,-97.82,2012,4,22,0,Monday,2010,Spring,0,Evening (18–24),A boomerang shaped shadow flew over me at a commercial airplane speed
2013-04-23 00:00:00,exeter,ne,us,United States,light,light,7200.0,120.0,8.881975184248867,40.6441667,-97.45,2013,4,0,1,Tuesday,2010,Spring,0,Night (0–6),Tiny white ufos flying among the stars
2013-04-23 03:15:00,ypsilanti,mi,us,United States,triangle,triangle,60.0,1.0,4.110873864173311,42.2411111,-83.6130556,2013,4,3,1,Tuesday,2010,Spring,0,Night (0–6),Low and slow moving with red and white lights
2013-04-23 20:50:00,babson park,fl,us,United States,fireball,fireball,2.0,0.03333333333333333,1.0986122886681098,27.8316667,-81.5225,2013,4,20,1,Tuesday,2010,Spring,0,Evening (18–24),Red&#44 yellow&#44 and orange fireballs flying low in Babson Park/ Frostproof&#44 FL
2013-04-23 21:00:00,london,ky,us,United States,triangle,triangle,600.0,10.0,6.398594934535208,37.1288889,-84.0833333,2013,4,21,1,Tuesday,2010,Spring,0,Evening (18–24),My son and I saw a triangle shaped object while watching for meteors..
2013-04-23 21:00:00,south fulton,tn,us,United States,circle,circle,30.0,0.5,3.4339872044851463,36.5008333,-88.8752778,2013,4,21,1,Tuesday,2010,Spring,0,Evening (18–24),Star moves then disappeared.
2013-04-23 21:55:00,chesaprake,va,unknown,Unknown,sphere,sphere,180.0,3.0,5.198497031265826,36.768209,-76.287493,2013,4,21,1,Tuesday,2010,Spring,0,Evening (18–24),Orange object over Chesapeake
2013-04-23 22:00:00,lexington,nc,us,United States,triangle,triangle,60.0,1.0,4.110873864173311,35.8238889,-80.2536111,2013,4,22,1,Tuesday,2010,Spring,0,Evening (18–24),Black gliding air craft&#44 blue and red light at the end of  wings&#44 flying low.
2013-04-23 23:00:00,clinton,ny,us,United States,triangle,triangle,120.0,2.0,4.795790545596741,43.0483333,-75.3788889,2013,4,23,1,Tuesday,2010,Spring,0,Evening (18–24),Three white constant bright lights one red blinking light next to white front one &#44 made triangular shape. quiet and slow.
2014-04-23 00:57:00,la mesa,ca,us,United States,circle,circle,15.0,0.25,2.772588722239781,32.7677778,-117.0222222,2014,4,0,2,Wednesday,2010,Spring,0,Night (0–6),Me and my son saw this huge white light come out of the sky to ground or pacific ocean very strange this was no metor&#33
2014-04-23 03:45:00,raywick,ky,us,United States,circle,circle,240.0,4.0,5.484796933490655,37.5602778,-85.4305556,2014,4,3,2,Wednesday,2010,Spring,0,Night (0–6),A round white object in sky that was moving.
2014-04-23 08:37:00,charlotte,nc,us,United States,disk,disk,300.0,5.0,5.707110264748875,35.2269444,-80.8433333,2014,4,8,2,Wednesday,2010,Spring,0,Morning (6–12),Over 20 ufos seen flying towards charlotte nc airport.
2014-04-23 19:35:00,nikko (japan),unknown,unknown,Unknown,triangle,triangle,300.0,5.0,5.707110264748875,36.719903,139.698216,2014,4,19,2,Wednesday,2010,Spring,0,Evening (18–24),Huge silent slowly moving triangle craft in the sky over the mountains in Nikko&#44 Japan.
2014-04-23 20:08:00,dauphin island,al,us,United States,light,light,600.0,10.0,6.398594934535208,30.2552778,-88.1097222,2014,4,20,2,Wednesday,2010,Spring,0,Evening (18–24),Orange balls in pattern over gulf/Mobile Bay.
2014-04-23 20:15:00,clovis,nm,us,United States,unknown,unknown,120.0,2.0,4.795790545596741,34.4047222,-103.2047222,2014,4,20,2,Wednesday,2010,Spring,0,Evening (18–24),Bright solid light moveing east then changed to southeast. The bright light faded to a solid red then faded out.
2014-04-23 20:30:00,phoenix,az,us,United States,circle,circle,300.0,5.0,5.707110264748875,33.4483333,-112.0733333,2014,4,20,2,Wednesday,2010,Spring,0,Evening (18–24),White light no noise 1 witness circular in shape.
2014-04-23 21:00:00,alpharetta,ga,us,United States,light,light,8.0,0.13333333333333333,2.1972245773362196,34.0752778,-84.2941667,2014,4,21,2,Wednesday,2010,Spring,0,Evening (18–24),Green light n Southern Sky.
2014-04-23 22:15:00,dauphin island,al,us,United States,formation,formation,10.0,0.16666666666666666,2.3978952727983707,30.2552778,-88.1097222,2014,4,22,2,Wednesday,2010,Spring,0,Evening (18–24),Light formation that extinguished one by one from west to east over the Gulf of Mexico at Dauphin Island&#44 AL
2014-04-23 22:15:00,mansfield (quebec) (canada),qc,unknown,Unknown,unknown,unknown,15.0,0.25,2.772588722239781,45.852508,-76.733056,2014,4,22,2,Wednesday,2010,Spring,0,Evening (18–24),We were in hot tub looking into sky and at 2 different times about 15 minutes apart they went by in sky no noise and moving side to sid
2014-04-23 22:40:00,tulsa,ok,us,United States,triangle,triangle,300.0,5.0,5.707110264748875,36.1538889,-95.9925,2014,4,22,2,Wednesday,2010,Spring,0,Evening (18–24),Pyramid shaped UFO sighted over Southern Hills Golf Course Wednesday&#44 April 23rd over TULSA&#44 OKLAHOMA.
2014-04-23 23:00:00,forster (australia),unknown,au,Australia,circle,circle,7200.0,120.0,8.881975184248867,-34.75,139.55,2014,4,23,2,Wednesday,2010,Spring,0,Evening (18–24),Several orange lights stationary when illuminated but silently and continuously changing position we were positioned on a rocky headlan
2014-04-23 23:00:00,mount vernon,wa,us,United States,chevron,other,600.0,10.0,6.398594934535208,48.4213889,-122.3327778,2014,4,23,2,Wednesday,2010,Spring,0,Evening (18–24),((HOAX))  Looked like a flying Chevrolet Tahoe that shot laser beams and abducted my neighbors cat&#44 George w bush in passenger seat.
2014-04-23 23:15:00,lincoln,ca,us,United States,sphere,sphere,30.0,0.5,3.4339872044851463,38.8916667,-121.2919444,2014,4,23,2,Wednesday,2010,Spring,0,Evening (18–24),Low alt. flyover of red turning to blue then back to red sphere. Rapid departure.  ((NUFORC Note:  Model airplane??  PD))
2014-04-23 23:20:00,harrisburg,pa,us,United States,unknown,unknown,60.0,1.0,4.110873864173311,40.2736111,-76.8847222,2014,4,23,2,Wednesday,2010,Spring,0,Evening (18–24),2 years ago I had an extreme close fly-by of a blue light.
1987-04-24 20:15:00,seattle,wa,us,United States,changing,other,1200.0,20.0,7.0909098220799835,47.6063889,-122.3308333,1987,4,20,4,Friday,1980,Spring,0,Evening (18–24),Low flying Orange Blimp over Lake Washington (Seattle&#44 Madrona Park Beach)
1992-04-24 04:30:00,hamburg,ny,us,United States,disk,disk,120.0,2.0,4.795790545596741,42.7158333,-78.8297222,1992,4,4,4,Friday,1990,Spring,0,Night (0–6),GLOWING OBJECT HOVERING ABOVE THE TREELINE AND HOUSES
1994-04-24 00:01:00,albuquerque,nm,us,United States,sphere,sphere,3.0,0.05,1.3862943611198906,35.0844444,-106.6505556,1994,4,0,6,Sunday,1990,Spring,1,Night (0–6),I was on my way down from the Sandia Mountain peak ( on a tramway) when I saw a bright orange flash and an ornange ball of light speed
1995-04-24 22:14:00,beaver creek,or,us,United States,unknown,unknown,1800.0,30.0,7.496097345175956,45.2880556,-122.5344444,1995,4,22,0,Monday,1990,Spring,0,Evening (18–24),Five witnesses rept. observing strange light in eastern sky.  Saw it on 21FE and 22FE&#44 as well.  (Possible star?)
1996-04-24 01:15:00,port angeles,wa,us,United States,unknown,unknown,40.0,0.6666666666666666,3.713572066704308,48.1183333,-123.4294444,1996,4,1,2,Wednesday,1990,Spring,0,Night (0–6),Man sees &quot;round&#44 black orb&quot; pass across top of crescent moon.  Obj. appeared jet black.  Excellent written rept. and drawing.
1997-04-24 01:00:00,clarion,pa,us,United States,light,light,120.0,2.0,4.795790545596741,41.2147222,-79.3855556,1997,4,1,3,Thursday,1990,Spring,0,Night (0–6),It was a partly cloudy night in April 1997&#44 the thursday following Easter Sunday.  My two friends and I were hanging out on the roof of
1997-04-24 21:30:00,coos bay,or,us,United States,sphere,sphere,120.0,2.0,4.795790545596741,43.3666667,-124.2166667,1997,4,21,3,Thursday,1990,Spring,0,Evening (18–24),Woman looking at stars in E sky sees a &quot;dark tan circle of flames&quot; moving to the N.  10 min. later&#44 same obj. going S;  closer&#44 larger.
1997-04-24 21:45:00,new brighton,mn,us,United States,triangle,triangle,2700.0,45.0,7.901377353792616,45.0655556,-93.2016667,1997,4,21,3,Thursday,1990,Spring,0,Evening (18–24),20-35 triangular shaped craft sighting.Bright flashing lights at corners.
1997-04-24 23:00:00,depoe bay,or,us,United States,unknown,unknown,7200.0,120.0,8.881975184248867,44.8086111,-124.0619444,1997,4,23,3,Thursday,1990,Spring,0,Evening (18–24),Group of 8 women witness complex light moving dramatically in night sky.  Light moves over sea&#44 joined by 2nd light&#44 both disappear.
1998-04-24 00:25:00,bedford park,il,us,United States,fireball,fireball,5.0,0.08333333333333333,1.791759469228055,41.7627778,-87.8,1998,4,0,4,Friday,1990,Spring,0,Night (0–6),A glowing green sphere&#44 with a white rectangular light behind it&#44 emerged and then streaked westwardly.  As it streaked it slightly gre
1998-04-24 00:30:00,mt. charlston,nv,unknown,Unknown,formation,formation,73800.0,1230.0,11.209127560632263,36.257186,-115.642795,1998,4,0,4,Friday,1990,Spring,0,Night (0–6),Formations seen from Mt. Charleston&#44 Nevada&#44 at very south end of Nellis Air Force Base.
1999-04-24 00:30:00,st. peter,mn,us,United States,triangle,triangle,15.0,0.25,2.772588722239781,44.3236111,-93.9577778,1999,4,0,5,Saturday,1990,Spring,1,Night (0–6),Two triangles with lights in the corner traveled east to west at high velocity towards eachother and then disapeared.
1999-04-24 01:15:00,columbus,oh,us,United States,circle,circle,600.0,10.0,6.398594934535208,39.9611111,-82.9988889,1999,4,1,5,Saturday,1990,Spring,1,Night (0–6),saw light orange objects moving south to north &#44then 4 more moving south to north&#44then turning west
1999-04-24 02:00:00,marion,nc,us,United States,teardrop,other,2700.0,45.0,7.901377353792616,35.6838889,-82.0094444,1999,4,2,5,Saturday,1990,Spring,1,Night (0–6),huge bright star moving from left to right&#44 then turned to tear drop and then went dull and moved over our lake home. strange but true.
1999-04-24 14:00:00,fitchburg,ma,us,United States,disk,disk,600.0,10.0,6.398594934535208,42.5833333,-71.8027778,1999,4,14,5,Saturday,1990,Spring,1,Afternoon (12–18),AS we drove headed back towards fitchburg state college on john Fitch Highway&#44 we noticed a light that drifted through the clouds north
1999-04-24 21:00:00,las vegas,nv,us,United States,chevron,other,900.0,15.0,6.803505257608338,36.175,-115.1363889,1999,4,21,5,Saturday,1990,Spring,1,Evening (18–24),4 lights in clear/clouds stopping/moving/hispeed @ sharp angles;lrg chevron/luminous objects form from gaseous bar/moves overhead
1999-04-24 21:00:00,las vegas,nv,us,United States,light,light,900.0,15.0,6.803505257608338,36.175,-115.1363889,1999,4,21,5,Saturday,1990,Spring,1,Evening (18–24),4 lights/hovering/moving radically about 1 general area; gaseous area resolves to chevron formation of jewel color lights/ move slowly
1999-04-24 21:30:00,olympia,wa,us,United States,other,other,4.0,0.06666666666666667,1.6094379124341003,47.0380556,-122.8994444,1999,4,21,5,Saturday,1990,Spring,1,Evening (18–24),Possible meteor impact due south of the washington state capital of olympia&#44 washington
2000-04-24 00:15:00,merrillville,in,us,United States,triangle,triangle,37800.0,630.0,10.540090836284206,41.4827778,-87.3327778,2000,4,0,0,Monday,2000,Spring,0,Night (0–6),SEEN WEIRD LIGHTS IN THE SKY.  MOVING IN ODD DIRECTIONS AND WERE MULTI-COLORED.  ACCOMPANIED BY WEIRD NOISES.  ONE UFO WAS LIT UP LIKE
2000-04-24 00:20:00,palmetto (just east of&#44 off i-85),ga,us,United States,triangle,triangle,420.0,7.0,6.042632833682381,33.5177778,-84.6697222,2000,4,0,0,Monday,2000,Spring,0,Night (0–6),Silent black triangle the size of a 747. More acute than equilateral in shape. 2 strobes toward the back; rapidly flashing in perfect t
2000-04-24 18:08:00,san jose (approx. 15 miles east of),ca,us,United States,sphere,sphere,2.0,0.03333333333333333,1.0986122886681098,37.3394444,-121.8938889,2000,4,18,0,Monday,2000,Spring,0,Evening (18–24),A bright&#44 shiny&#44 metallic-object&#44 seen from commercial passenger aircraft.
2000-04-24 19:52:00,tulsa,ok,us,United States,fireball,fireball,360.0,6.0,5.8888779583328805,36.1538889,-95.9925,2000,4,19,0,Monday,2000,Spring,0,Evening (18–24),Large fireball traveling rapidly in a SW direction
2000-04-24 20:00:00,venice,ca,us,United States,diamond,other,600.0,10.0,6.398594934535208,33.9908333,-118.4591667,2000,4,20,0,Monday,2000,Spring,0,Evening (18–24),one diamond shaped flying object with blue&#44 gold and red lights. It was circle with a diamond shape inside it. It was at night approxim
2000-04-24 22:30:00,chino hills,ca,us,United States,circle,circle,30.0,0.5,3.4339872044851463,33.8936111,-117.7263889,2000,4,22,0,Monday,2000,Spring,0,Evening (18–24),A big green circle came out of the sky suddenly and then desinigrated just above me
2000-04-24 22:30:00,cincinnati,oh,us,United States,egg,other,30.0,0.5,3.4339872044851463,39.1619444,-84.4569444,2000,4,22,0,Monday,2000,Spring,0,Evening (18–24),At about 10:30PM&#44 I was on westbound I-275 and Highway 128 when a Huge EGG or Top shape object was right above my vechile moving north.
2000-04-24 23:15:00,eagle river,ak,us,United States,light,light,60.0,1.0,4.110873864173311,61.3213889,-149.5677778,2000,4,23,0,Monday,2000,Spring,0,Evening (18–24),Far east of Eagle River&#44 spotted a star and 2 lights in the sky between 2 mountain peaks.  One of the lights was red&#44 one was white.  T
2000-04-24 23:30:00,great falls,mt,us,United States,unknown,unknown,300.0,5.0,5.707110264748875,47.5002778,-111.3,2000,4,23,0,Monday,2000,Spring,0,Evening (18–24),Beam of light in field&#44 no visble object and no noise&#44 approximitely a mile or less away&#44
2001-04-24 08:00:00,london (ontario) (canada),on,ca,Canada,egg,other,300.0,5.0,5.707110264748875,42.983333,-81.25,2001,4,8,1,Tuesday,2000,Spring,0,Morning (6–12),04/01 Below London Ontario Flattened Egg 10 feet of ploughed feild paseing my Van  11/01
2001-04-24 13:15:00,bellevue,id,us,United States,changing,other,120.0,2.0,4.795790545596741,43.4636111,-114.2597222,2001,4,13,1,Tuesday,2000,Spring,0,Afternoon (12–18),A large clearly visible object that moved at low and high rates of speed and joined 3 other objects.
2001-04-24 18:23:00,denver,co,us,United States,oval,oval,240.0,4.0,5.484796933490655,39.7391667,-104.9841667,2001,4,18,1,Tuesday,2000,Spring,0,Evening (18–24),green&#44blue and red flashing lights.
2001-04-24 18:25:00,hillsborough,nc,us,United States,other,other,60.0,1.0,4.110873864173311,36.0752778,-79.1,2001,4,18,1,Tuesday,2000,Spring,0,Evening (18–24),Large plane with triangle wings in rear with long fuselage with short set of wings up front&#44silvercolor with engines that whine .
2001-04-24 19:20:00,robert moses causway north landfall,ny,unknown,Unknown,unknown,unknown,120.0,2.0,4.795790545596741,40.712784,-74.005941,2001,4,19,1,Tuesday,2000,Spring,0,Evening (18–24),Ufo&#39s near Robert Moses causway 24th April 2001
2001-04-24 21:25:00,manhattan beach,ca,us,United States,chevron,other,8.0,0.13333333333333333,2.1972245773362196,33.8847222,-118.41,2001,4,21,1,Tuesday,2000,Spring,0,Evening (18–24),Flight of 6 cheveron shaped craft .
2001-04-24 23:55:00,bristol,tn,us,United States,unknown,unknown,2100.0,35.0,7.650168700845001,36.595,-82.1888889,2001,4,23,1,Tuesday,2000,Spring,0,Evening (18–24),Man reports witnessing a very bright light&#44 below solid overcast&#44 in the southern sky
2002-04-24 00:30:00,elm mott,tx,us,United States,triangle,triangle,90.0,1.5,4.51085950651685,31.6716667,-97.0986111,2002,4,0,2,Wednesday,2000,Spring,0,Night (0–6),Lighted triangular craft seen north of waco tx.
2002-04-24 01:40:00,lake havasu city,az,us,United States,light,light,300.0,5.0,5.707110264748875,34.4838889,-114.3216667,2002,4,1,2,Wednesday,2000,Spring,0,Night (0–6),Lights in LHC Arizona AGAIN
2002-04-24 07:30:00,salt lake city,ut,us,United States,diamond,other,30.0,0.5,3.4339872044851463,40.7608333,-111.8902778,2002,4,7,2,Wednesday,2000,Spring,0,Morning (6–12),Vanishing UFOs
2002-04-24 19:00:00,coeur d&#39alene,id,us,United States,sphere,sphere,2100.0,35.0,7.650168700845001,47.6777778,-116.7794444,2002,4,19,2,Wednesday,2000,Spring,0,Evening (18–24),A sphere with a sail on top that changed into triangular shape then back to spherical&#44 that would shrink then expand &amp; blink lights
2002-04-24 21:00:00,leslie,ar,us,United States,sphere,sphere,60.0,1.0,4.110873864173311,35.8302778,-92.5577778,2002,4,21,2,Wednesday,2000,Spring,0,Evening (18–24),Two light spheres followed by three smaller ones
2002-04-24 21:45:00,meriden/wallingford,ct,unknown,Unknown,light,light,2.0,0.03333333333333333,1.0986122886681098,41.449722,-72.818889,2002,4,21,2,Wednesday,2000,Spring,0,Evening (18–24),NOT a shooting star; but entered the atmosphere and dissappeared in similar fashion.  Very bright&#44 white light. No tail as in shooting
2002-04-24 22:00:00,bellflower,ca,us,United States,light,light,300.0,5.0,5.707110264748875,33.8816667,-118.1161111,2002,4,22,2,Wednesday,2000,Spring,0,Evening (18–24),red floating&#44 swaying light orb thing- asceding into the sky reverse of a falling feather and much slower
