datetime,city,state,country,country_label,shape,shape_cleaned,duration (seconds),duration_min,log_duration,latitude,longitude,year,month,hour,day_of_week,day_name,decade,season,is_weekend,time_of_day,comments
1949-10-10 20:30:00,san marcos,tx,us,United States,cylinder,other,2700.0,45.0,7.901377353792616,29.8830556,-97.9411111,1949,10,20,0,Monday,1940,Autumn,0,Evening (18–24),This event took place in early fall around 1949-50. It occurred after a Boy Scout meeting in the Baptist Church. The Baptist Church sit
1949-10-10 21:00:00,lackland afb,tx,unknown,Unknown,light,light,7200.0,120.0,8.881975184248867,29.38421,-98.581082,1949,10,21,0,Monday,1940,Autumn,0,Evening (18–24),1949 Lackland AFB&#44 TX.  Lights racing across the sky &amp; making 90 degree turns on a dime.
1955-10-10 17:00:00,chester (uk/england),unknown,gb,United Kingdom,circle,circle,20.0,0.3333333333333333,3.044522437723423,53.2,-2.916667,1955,10,17,0,Monday,1950,Autumn,0,Afternoon (12–18),Green/Orange circular disc over Chester&#44 England
1956-10-10 21:00:00,edna,tx,us,United States,circle,circle,20.0,0.3333333333333333,3.044522437723423,28.9783333,-96.6458333,1956,10,21,2,Wednesday,1950,Autumn,0,Evening (18–24),My older brother and twin sister were leaving the only Edna theater at about 9 PM&#44...we had our bikes and I took a different route home
1960-10-10 20:00:00,kaneohe,hi,us,United States,light,light,900.0,15.0,6.803505257608338,21.4180556,-157.8036111,1960,10,20,0,Monday,1960,Autumn,0,Evening (18–24),AS a Marine 1st Lt. flying an FJ4B fighter/attack aircraft on a solo night exercise&#44 I was at 50&#44000&#39 in a &quot;clean&quot; aircraft (no ordinan
1961-10-10 19:00:00,bristol,tn,us,United States,sphere,sphere,300.0,5.0,5.707110264748875,36.595,-82.1888889,1961,10,19,1,Tuesday,1960,Autumn,0,Evening (18–24),My father is now 89 my brother 52 the girl with us now 51 myself 49 and the other fellow which worked with my father if he&#39s still livi
1965-10-10 21:00:00,penarth (uk/wales),unknown,gb,United Kingdom,circle,circle,180.0,3.0,5.198497031265826,51.434722,-3.18,1965,10,21,6,Sunday,1960,Autumn,1,Evening (18–24),penarth uk  circle  3mins  stayed 30ft above me for 3 mins slowly moved of and then with the blink of the eye the speed was unreal
1965-10-10 23:45:00,norwalk,ct,us,United States,disk,disk,1200.0,20.0,7.0909098220799835,41.1175,-73.4083333,1965,10,23,6,Sunday,1960,Autumn,1,Evening (18–24),A bright orange color changing to reddish color disk/saucer was observed hovering above power transmission lines.
1966-10-10 20:00:00,pell city,al,us,United States,disk,disk,180.0,3.0,5.198497031265826,33.5861111,-86.2861111,1966,10,20,0,Monday,1960,Autumn,0,Evening (18–24),Strobe Lighted disk shape object observed close&#44 at low speeds&#44 and low altitude in Oct 1966 in Pell City Alabama
1966-10-10 21:00:00,live oak,fl,us,United States,disk,disk,120.0,2.0,4.795790545596741,30.2947222,-82.9841667,1966,10,21,0,Monday,1960,Autumn,0,Evening (18–24),Saucer zaps energy from powerline as my pregnant mother receives mental signals not to pass info
1968-10-10 13:00:00,hawthorne,ca,us,United States,circle,circle,300.0,5.0,5.707110264748875,33.9163889,-118.3516667,1968,10,13,3,Thursday,1960,Autumn,0,Afternoon (12–18),ROUND &#44 ORANGE &#44 WITH WHAT I WOULD SAY WAS POLISHED METAL OF SOME KIND AROUND THE EDGES .
1968-10-10 19:00:00,brevard,nc,us,United States,fireball,fireball,180.0,3.0,5.198497031265826,35.2333333,-82.7344444,1968,10,19,3,Thursday,1960,Autumn,0,Evening (18–24),silent red /orange mass of energy floated by three of us in western North Carolina in the 60s
1970-10-10 16:00:00,bellmore,ny,us,United States,disk,disk,1800.0,30.0,7.496097345175956,40.6686111,-73.5275,1970,10,16,5,Saturday,1970,Autumn,1,Afternoon (12–18),silver disc seen by family and neighbors
1970-10-10 19:00:00,manchester,ky,us,United States,unknown,unknown,180.0,3.0,5.198497031265826,37.1536111,-83.7619444,1970,10,19,5,Saturday,1970,Autumn,1,Evening (18–24),Slow moving&#44 silent craft accelerated at an unbelievable angle and speed.
1971-10-10 21:00:00,lexington,nc,us,United States,oval,oval,30.0,0.5,3.4339872044851463,35.8238889,-80.2536111,1971,10,21,6,Sunday,1970,Autumn,1,Evening (18–24),green oval shaped light over my local church&#44power lines down..
1972-10-10 19:00:00,harlan county,ky,us,United States,circle,circle,1200.0,20.0,7.0909098220799835,36.8430556,-83.3219444,1972,10,19,1,Tuesday,1970,Autumn,0,Evening (18–24),On october 10&#44 1972 myself&#44my 5yrs.daughter&#442 neices and 2 nephews were playing tag in the back yard .When we looked over on the ridge
1972-10-10 22:30:00,west bloomfield,mi,us,United States,disk,disk,120.0,2.0,4.795790545596741,42.5377778,-83.2330556,1972,10,22,1,Tuesday,1970,Autumn,0,Evening (18–24),The UFO was so close&#44 my battery in the car went to zero amps&#44 stalling the engine&#44 turning off my lights and radio.
1973-10-10 19:00:00,niantic,ct,us,United States,disk,disk,1800.0,30.0,7.496097345175956,41.3252778,-72.1936111,1973,10,19,2,Wednesday,1970,Autumn,0,Evening (18–24),Oh&#44 what a night &#33  Two (2) saucer-shaped&#44 glowing green objects and one (1) brilliantly glowing sphere gliding over the lake.
1973-10-10 23:00:00,bermuda nas,unknown,unknown,Unknown,light,light,20.0,0.3333333333333333,3.044522437723423,32.364167,-64.678611,1973,10,23,2,Wednesday,1970,Autumn,0,Evening (18–24),saw fast moving blip on the radar scope thin went outside and saw it again.
1974-10-10 19:30:00,hudson,ma,us,United States,other,other,2700.0,45.0,7.901377353792616,42.3916667,-71.5666667,1974,10,19,3,Thursday,1970,Autumn,0,Evening (18–24),Not sure of the eact month or year of this sighting but it was in the fall of 74 or 75. Was walking home around dusk and saw a bright l
1974-10-10 21:30:00,cardiff (uk/wales),unknown,gb,United Kingdom,disk,disk,1200.0,20.0,7.0909098220799835,51.5,-3.2,1974,10,21,3,Thursday,1970,Autumn,0,Evening (18–24),back in 1974 I was 19 at the time and  lived in a suburb of Cardiff Wales UK called Ely&#44 and in the distance there was a wood called Ca
1974-10-10 23:00:00,hudson,ks,us,United States,light,light,1200.0,20.0,7.0909098220799835,38.1055556,-98.6597222,1974,10,23,3,Thursday,1970,Autumn,0,Evening (18–24),The light chased us.
1975-10-10 17:00:00,north charleston,sc,us,United States,light,light,360.0,6.0,5.8888779583328805,32.8544444,-79.975,1975,10,17,4,Friday,1970,Autumn,0,Afternoon (12–18),Several Flashing UFO lights over Charleston Naval Base in S.C.
1976-10-10 20:30:00,washougal,wa,us,United States,oval,oval,60.0,1.0,4.110873864173311,45.5827778,-122.3522222,1976,10,20,6,Sunday,1970,Autumn,1,Evening (18–24),Three extremely large lights hanging above nearby trees.
1976-10-10 22:00:00,stoke mandeville (uk/england),unknown,gb,United Kingdom,cigar,other,3.0,0.05,1.3862943611198906,51.783333,-0.783333,1976,10,22,6,Sunday,1970,Autumn,1,Evening (18–24),White object over Buckinghamshire UK.
1977-10-10 12:00:00,san antonio,tx,us,United States,other,other,30.0,0.5,3.4339872044851463,29.4238889,-98.4933333,1977,10,12,0,Monday,1970,Autumn,0,Afternoon (12–18),i was about six or seven and my family and me were sitting next to a window at home eating when a type of dark ball hit the screen wind
1977-10-10 22:00:00,louisville,ky,us,United States,light,light,30.0,0.5,3.4339872044851463,38.2541667,-85.7594444,1977,10,22,0,Monday,1970,Autumn,0,Evening (18–24),HBCCUFO CANADIAN REPORT:  Pilot Sighting Of Unusual Light.
1978-10-10 02:00:00,elmont,ny,us,United States,rectangle,other,300.0,5.0,5.707110264748875,40.7008333,-73.7133333,1978,10,2,1,Tuesday,1970,Autumn,0,Night (0–6),A memory I will never forget that happened meny years ago.
1979-10-10 00:00:00,poughkeepsie,ny,us,United States,chevron,other,900.0,15.0,6.803505257608338,41.7002778,-73.9213889,1979,10,0,2,Wednesday,1970,Autumn,0,Night (0–6),1/4 moon-like&#44  its &#39chord&#39 or flat side parallel to horizon&#44  bright orange-red glow&#44  completely silent&#44 no features.
1979-10-10 22:00:00,saddle lake (canada),ab,unknown,Unknown,triangle,triangle,270.0,4.5,5.602118820879701,53.970571,-111.689885,1979,10,22,2,Wednesday,1970,Autumn,0,Evening (18–24),Lights far above&#44  that glance; then flee from the celestrialhavens&#44 only to appear again.
1979-10-10 22:00:00,san diego,ca,us,United States,oval,oval,180.0,3.0,5.198497031265826,32.7152778,-117.1563889,1979,10,22,2,Wednesday,1970,Autumn,0,Evening (18–24),My 2nd UFO sighting&#44 October 1979
1979-10-10 22:00:00,security,co,us,United States,unknown,unknown,1800.0,30.0,7.496097345175956,38.7583333,-104.7425,1979,10,22,2,Wednesday,1970,Autumn,0,Evening (18–24),very low clouds all different colors&#44search lights were seen shining down out of the clouds on the houses and streets. this event was s
1980-10-10 19:00:00,houston,tx,us,United States,sphere,sphere,180.0,3.0,5.198497031265826,29.7630556,-95.3630556,1980,10,19,4,Friday,1980,Autumn,0,Evening (18–24),Sphere&#44 No lights&#44  moving through neighborhoods above tree tops&#44 over busy streets in Houston in 1980.
1980-10-10 22:00:00,dallas,tx,us,United States,unknown,unknown,300.0,5.0,5.707110264748875,32.7833333,-96.8,1980,10,22,4,Friday,1980,Autumn,0,Evening (18–24),Strange shape shifting craft of pure light energy.
1980-10-10 23:30:00,manchester,nh,us,United States,light,light,300.0,5.0,5.707110264748875,42.9955556,-71.4552778,1980,10,23,4,Friday,1980,Autumn,0,Evening (18–24),A red glowing sphere stopped and watched me.
1982-10-10 07:00:00,gisborne (new zealand),unknown,unknown,Unknown,disk,disk,120.0,2.0,4.795790545596741,-38.662334,178.017649,1982,10,7,6,Sunday,1980,Autumn,1,Morning (6–12),gisborne nz 1982 wainui beach to sponge bay
1984-10-10 05:00:00,houston,tx,us,United States,circle,circle,60.0,1.0,4.110873864173311,29.7630556,-95.3630556,1984,10,5,2,Wednesday,1980,Autumn,0,Night (0–6),2 experience with unkown
1984-10-10 12:00:00,traverse city,mi,us,United States,other,other,120.0,2.0,4.795790545596741,44.7630556,-85.6205556,1984,10,12,2,Wednesday,1980,Autumn,0,Afternoon (12–18),translucent football seen over city airport
1984-10-10 22:00:00,white plains,ny,us,United States,formation,formation,20.0,0.3333333333333333,3.044522437723423,41.0338889,-73.7633333,1984,10,22,2,Wednesday,1980,Autumn,0,Evening (18–24),Saw a hugh object in sky with lights intermittently placed not making any noise traveling north in the night sky.It had no real identif
1985-10-10 20:25:00,leeds (uk/england),unknown,gb,United Kingdom,triangle,triangle,600.0,10.0,6.398594934535208,53.8,-1.583333,1985,10,20,3,Thursday,1980,Autumn,0,Evening (18–24),three light in the sky that led to a big black silent triangle shaped craft.
1986-10-10 20:00:00,holmes/pawling,ny,unknown,Unknown,chevron,other,180.0,3.0,5.198497031265826,41.523427,-73.646795,1986,10,20,4,Friday,1980,Autumn,0,Evening (18–24),Football Field Sized Chevron with bright white lights on front&#44 moving slowly with absolutely no sound
1988-10-10 18:00:00,milwaukee,wi,us,United States,triangle,triangle,600.0,10.0,6.398594934535208,43.0388889,-87.9063889,1988,10,18,0,Monday,1980,Autumn,0,Evening (18–24),A silent black triangular object with no lights moved over us as we walked our dog across a school playground.
1988-10-10 21:00:00,new gloucester,me,us,United States,unknown,unknown,120.0,2.0,4.795790545596741,43.9627778,-70.2830556,1988,10,21,0,Monday,1980,Autumn,0,Evening (18–24),I&#39m still afraid to look at the sky at night.
1988-10-10 22:00:00,boulder,co,us,United States,light,light,60.0,1.0,4.110873864173311,40.015,-105.27,1988,10,22,0,Monday,1980,Autumn,0,Evening (18–24),Three Stars Begin to Move Randomly&#44 Stop&#44 Change Direction&#44 Move Again&#44 And Then Vanish
1988-10-10 22:45:00,seattle (ballard area),wa,us,United States,unknown,unknown,2.0,0.03333333333333333,1.0986122886681098,47.6063889,-122.3308333,1988,10,22,0,Monday,1980,Autumn,0,Evening (18–24),Two adult witnesses are stunned by the sound of an object that streaks above the home they are in.
1989-10-10 00:00:00,calabasas,ca,us,United States,disk,disk,300.0,5.0,5.707110264748875,34.1577778,-118.6375,1989,10,0,1,Tuesday,1980,Autumn,0,Night (0–6),Unidentified object on Mulholland Highway.
1989-10-10 21:00:00,centralia,wa,us,United States,triangle,triangle,60.0,1.0,4.110873864173311,46.7163889,-122.9530556,1989,10,21,1,Tuesday,1980,Autumn,0,Evening (18–24),A huge triangularly shaped silent object that blotted out 25 degrees of the sky&#44 lighted by four glowing points.
1989-10-10 21:00:00,kranklin,ky,unknown,Unknown,triangle,triangle,180.0,3.0,5.198497031265826,36.722263,-86.577218,1989,10,21,1,Tuesday,1980,Autumn,0,Evening (18–24),Triangle seen in franklin Ky - october 1989
1990-10-10 21:00:00,ashburn,ga,us,United States,triangle,triangle,120.0,2.0,4.795790545596741,31.7058333,-83.6533333,1990,10,21,2,Wednesday,1990,Autumn,0,Evening (18–24),Translucent Craft that makes No Sound While Moving
1991-10-10 22:00:00,frisco,nc,us,United States,unknown,unknown,1800.0,30.0,7.496097345175956,35.235,-75.6288889,1991,10,22,3,Thursday,1990,Autumn,0,Evening (18–24),A friend and myself were standing on the shore of the Pamlico sound as we observed 4 objects moving in up and down motions for about 30
1991-10-10 22:00:00,harrisburg,pa,us,United States,triangle,triangle,600.0,10.0,6.398594934535208,40.2736111,-76.8847222,1991,10,22,3,Thursday,1990,Autumn,0,Evening (18–24),We observed 3 triangular shaped high speed objects&#33
1992-10-10 17:00:00,panama city,fl,us,United States,formation,formation,3600.0,60.0,8.188966863648876,30.1586111,-85.6602778,1992,10,17,5,Saturday,1990,Autumn,1,Afternoon (12–18),During a road trip to Panama City a friend and I witnessed a pair of luminous light formations appear and dissappear over the Gulf.
1992-10-10 18:00:00,stafford,tx,us,United States,unknown,unknown,10.0,0.16666666666666666,2.3978952727983707,29.6158333,-95.5575,1992,10,18,5,Saturday,1990,Autumn,1,Evening (18–24),A man emerges from a beam of light that shines on a grassy field at night and he runs towards the Texas Instruments parking lot.
1992-10-10 20:15:00,seymour,tn,us,United States,cigar,other,60.0,1.0,4.110873864173311,35.8905556,-83.7247222,1992,10,20,5,Saturday,1990,Autumn,1,Evening (18–24),Stationary Elongated UFO 200ft above vacant field with city lights on bottom
1992-10-10 22:00:00,weatherford,tx,us,United States,unknown,unknown,30.0,0.5,3.4339872044851463,32.7591667,-97.7969444,1992,10,22,5,Saturday,1990,Autumn,1,Evening (18–24),Black or dark grey.  Too big&#44 too low&#44 too slow&#44 too quiet&#44 for a normal aircraft.
1993-10-10 03:00:00,zlatoust (russia),unknown,unknown,Unknown,sphere,sphere,1200.0,20.0,7.0909098220799835,55.183333,59.65,1993,10,3,6,Sunday,1990,Autumn,1,Night (0–6),I woke up at night and looked out the window near my bed. There was a huge sphere of shining light in front of our nine floor apartment
1993-10-10 22:00:00,peoria,il,us,United States,light,light,8.0,0.13333333333333333,2.1972245773362196,40.6936111,-89.5888889,1993,10,22,6,Sunday,1990,Autumn,1,Evening (18–24),Light over Peoria&#44 IL that moves slowly&#44 stops in mid-air&#44 hovers&#44 changes colors&#44 shoots in opposite direction and disappears.
1993-10-10 23:00:00,carthage,tn,us,United States,other,other,60.0,1.0,4.110873864173311,36.2522222,-85.9516667,1993,10,23,6,Sunday,1990,Autumn,1,Evening (18–24),1 object with green and red lights
1994-10-10 15:00:00,mercedies,tx,unknown,Unknown,cigar,other,3600.0,60.0,8.188966863648876,26.149798,-97.913611,1994,10,15,0,Monday,1990,Autumn,0,Afternoon (12–18),ufo chased by fighter jet over Rio Grande Valley. Seen on news
1994-10-10 18:30:00,burnt hills,ny,us,United States,rectangle,other,120.0,2.0,4.795790545596741,42.9097222,-73.8955556,1994,10,18,0,Monday,1990,Autumn,0,Evening (18–24),Giant rectangular craft (resembling an upside-down aircraft carrier) over highway near Saratoga&#44 NY.
1994-10-10 22:00:00,pinebergen,ar,us,United States,light,light,5.0,0.08333333333333333,1.791759469228055,34.1027778,-91.9922222,1994,10,22,0,Monday,1990,Autumn,0,Evening (18–24),Round&#44 bright&#44 low flying object silently speeds West of Arkansas town at 11:30pm&#44 10/10/94.
1994-10-10 23:00:00,toronto (greater toronto area) (canada),on,ca,Canada,sphere,sphere,3600.0,60.0,8.188966863648876,43.666667,-79.416667,1994,10,23,0,Monday,1990,Autumn,0,Evening (18–24),Large rusty sphere
1995-10-10 19:45:00,milwaukee,wi,us,United States,unknown,unknown,120.0,2.0,4.795790545596741,43.0388889,-87.9063889,1995,10,19,1,Tuesday,1990,Autumn,0,Evening (18–24),Man  on Hwy 43 SW of Milwaukee sees large&#44 bright blue light streak by his car&#44 descend&#44 turn&#44 cross road ahead&#44 strobe. Bizarre&#33
1995-10-10 22:40:00,oakland,ca,us,United States,unknown,unknown,60.0,1.0,4.110873864173311,37.8044444,-122.2697222,1995,10,22,1,Tuesday,1990,Autumn,0,Evening (18–24),Woman repts.  bright light in NW sky&#44 suddenly approaches her&#44 flies slowly overhead.  Swept wings&#44 2 blurry lights either side.
1996-10-10 03:20:00,higginsville,mo,us,United States,triangle,triangle,3.0,0.05,1.3862943611198906,39.0725,-93.7169444,1996,10,3,3,Thursday,1990,Autumn,0,Night (0–6),illuminated triangular craft&#44 flying at high speed from South to North
1996-10-10 20:00:00,lake macquarie (nsw&#44 australia),unknown,unknown,Unknown,light,light,300.0,5.0,5.707110264748875,-33.093373,151.588982,1996,10,20,3,Thursday,1990,Autumn,0,Evening (18–24),RED LIGHT WITH OTHER RED FLASHING LIGHT&#44 ONE OBJECT
1996-10-10 22:00:00,charleston,sc,us,United States,light,light,300.0,5.0,5.707110264748875,32.7763889,-79.9311111,1996,10,22,3,Thursday,1990,Autumn,0,Evening (18–24),Flashing object above Charleston&#44 SC
1996-10-10 22:30:00,monroe county,oh,us,United States,cylinder,other,60.0,1.0,4.110873864173311,39.4402778,-84.3622222,1996,10,22,3,Thursday,1990,Autumn,0,Evening (18–24),Looked like it went through the hillside
1997-10-10 16:00:00,connersville,in,us,United States,delta,other,14400.0,240.0,9.575052927597383,39.6411111,-85.1411111,1997,10,16,4,Friday,1990,Autumn,0,Afternoon (12–18),3 differants types &#44 cluster &#44delta &#44 and one in a 3 pointed star design . followed it for six miles .
1997-10-10 17:00:00,mesa,az,us,United States,sphere,sphere,30.0,0.5,3.4339872044851463,33.4222222,-111.8219444,1997,10,17,4,Friday,1990,Autumn,0,Afternoon (12–18),A small dark purple quad-thruster craft hovering 200-300 feet in the sky. 500 Lights On Object0: Yes
1997-10-10 20:00:00,bonaire,ga,us,United States,triangle,triangle,300.0,5.0,5.707110264748875,32.5436111,-83.5961111,1997,10,20,4,Friday,1990,Autumn,0,Evening (18–24),Triangular Object Sighted at Very Close Range
1997-10-10 21:00:00,austin,mn,us,United States,other,other,3600.0,60.0,8.188966863648876,43.6666667,-92.9744444,1997,10,21,4,Friday,1990,Autumn,0,Evening (18–24),i was traveling northbound on state highway 105 approximately 8 miles south of Austin MN when an object came down directly above my car
1998-10-10 02:30:00,hollywood,ca,us,United States,changing,other,300.0,5.0,5.707110264748875,34.0983333,-118.3258333,1998,10,2,5,Saturday,1990,Autumn,1,Night (0–6),I was standing outside on Sunset Blvd. at Vine and looked straight up which I normally do not do. I saw three bright white lights in a
1998-10-10 03:30:00,phoenix (north part),az,us,United States,fireball,fireball,15.0,0.25,2.772588722239781,33.4483333,-112.0733333,1998,10,3,5,Saturday,1990,Autumn,1,Night (0–6),bright green moving north to north east. it was bright green and kinda clear. quite fast too.
1998-10-10 13:15:00,elgin,il,us,United States,cylinder,other,1800.0,30.0,7.496097345175956,42.0372222,-88.2811111,1998,10,13,5,Saturday,1990,Autumn,1,Afternoon (12–18),While looking up at sky I noticed a bright light hovering above the sky. then I noticed a jet airliner traveling in the same area and I
1998-10-10 17:30:00,las vegas,nv,us,United States,cigar,other,600.0,10.0,6.398594934535208,36.175,-115.1363889,1998,10,17,5,Saturday,1990,Autumn,1,Afternoon (12–18),White&#44 vertical cigar shape floating around in the eastern sky.
1998-10-10 17:30:00,las vegas,nv,us,United States,circle,circle,2700.0,45.0,7.901377353792616,36.175,-115.1363889,1998,10,17,5,Saturday,1990,Autumn,1,Afternoon (12–18),Ufo sighting in las vegas near Area51
1998-10-10 20:30:00,nyc/westchester area,ny,unknown,Unknown,triangle,triangle,60.0,1.0,4.110873864173311,40.935998,-73.901708,1998,10,20,5,Saturday,1990,Autumn,1,Evening (18–24),Lights over NYC
1998-10-10 20:30:00,spokane (about 30 miles sw of&#44i-90&#44 maybe mm 254),wa,us,United States,triangle,triangle,600.0,10.0,6.398594934535208,47.6588889,-117.425,1998,10,20,5,Saturday,1990,Autumn,1,Evening (18–24),Dark boomerange object seen for ten minutes hovering over the freeway with a bright light out the front that lit up the fields. No jet
1998-10-10 20:50:00,mooresville,nc,us,United States,light,light,2.0,0.03333333333333333,1.0986122886681098,35.5847222,-80.8102778,1998,10,20,5,Saturday,1990,Autumn,1,Evening (18–24),Star gazing in back yard with telescope and binos. Saw shooting star and an oblong shape of light.
1998-10-10 22:30:00,st. john&#39s (canada),nf,ca,Canada,egg,other,7200.0,120.0,8.881975184248867,47.55,-52.666667,1998,10,22,5,Saturday,1990,Autumn,1,Evening (18–24),Started off as 3 points of intense yellow light in triangle formation - then grew larger - it becage a single egg shape - VERY bright.
1998-10-10 23:50:00,delano,tn,us,United States,fireball,fireball,15.0,0.25,2.772588722239781,35.265,-84.5533333,1998,10,23,5,Saturday,1990,Autumn,1,Evening (18–24),I came home from work one night and I seen a bright fire like ball go across the top ofthe mountain and it was going fast then it stopp
1999-10-10 00:01:00,martinez,ca,us,United States,changing,other,3600.0,60.0,8.188966863648876,38.0194444,-122.1330556,1999,10,0,6,Sunday,1990,Autumn,1,Night (0–6),Bright objects&#44 red and green flashing lights (and a diffuse white light off to one side of the larger of the two objects)&#44 about 30 de
1999-10-10 04:00:00,kansas city,ks,us,United States,unknown,unknown,600.0,10.0,6.398594934535208,39.1141667,-94.6272222,1999,10,4,6,Sunday,1990,Autumn,1,Night (0–6),Orange object over city.
1999-10-10 06:00:00,dallas,tx,us,United States,other,other,10.0,0.16666666666666666,2.3978952727983707,32.7833333,-96.8,1999,10,6,6,Sunday,1990,Autumn,1,Morning (6–12),group of   twinkling lights at high altitude
1999-10-10 11:00:00,san diego,ca,us,United States,fireball,fireball,3600.0,60.0,8.188966863648876,32.7152778,-117.1563889,1999,10,11,6,Sunday,1990,Autumn,1,Morning (6–12),At 10:45 in the morning&#44 my father and I noticed a small stationary object in the sky.
1999-10-10 12:40:00,kennewick,wa,us,United States,sphere,sphere,45.0,0.75,3.828641396489095,46.2113889,-119.1361111,1999,10,12,6,Sunday,1990,Autumn,1,Afternoon (12–18),Standing outside saying goodby to family members and pointing to Chem-Trails
1999-10-10 20:35:00,hayward,ca,us,United States,circle,circle,90.0,1.5,4.51085950651685,37.6688889,-122.0797222,1999,10,20,6,Sunday,1990,Autumn,1,Evening (18–24),Many different colored glowing  objects
1999-10-10 21:00:00,rachel,nv,us,United States,light,light,10800.0,180.0,9.287394001418473,37.6447222,-115.7427778,1999,10,21,6,Sunday,1990,Autumn,1,Evening (18–24),Bright lights with incredible agility seen from mailbox at Area 51 on UFO highway in Nevada for several hourse.
1999-10-10 21:30:00,humphrey,ne,us,United States,sphere,sphere,300.0,5.0,5.707110264748875,41.6916667,-97.4841667,1999,10,21,6,Sunday,1990,Autumn,1,Evening (18–24),Object moving erratically in sky stopped by spot light
1999-10-10 22:30:00,casey key (north end of),fl,unknown,Unknown,triangle,triangle,120.0,2.0,4.795790545596741,27.150053,-82.480653,1999,10,22,6,Sunday,1990,Autumn,1,Evening (18–24),A large trianglual shaped craft flew from horizon to horizon as observed from the stern deck of a motor vessel
1999-10-10 22:30:00,elgin,or,us,United States,chevron,other,240.0,4.0,5.484796933490655,45.565,-117.9163889,1999,10,22,6,Sunday,1990,Autumn,1,Evening (18–24),Object silently traveled north -northwest. It was V shaped with five orange lights on the perimeter and one white ligh in the center of
1999-10-10 23:45:00,lewiston,mi,us,United States,oval,oval,2700.0,45.0,7.901377353792616,44.8838889,-84.3055556,1999,10,23,6,Sunday,1990,Autumn,1,Evening (18–24),Oval shaped with lights all around it in a haze with several smaller lights flying all around it.
2000-10-10 03:00:00,perryville,mo,us,United States,oval,oval,180.0,3.0,5.198497031265826,37.7241667,-89.8611111,2000,10,3,1,Tuesday,2000,Autumn,0,Night (0–6),The craft was big&#44 orange&#44 and oval shaped.
2000-10-10 06:15:00,boynton beach,fl,us,United States,other,other,10.0,0.16666666666666666,2.3978952727983707,26.525,-80.0666667,2000,10,6,1,Tuesday,2000,Autumn,0,Morning (6–12),Unusual light formation moving extremely fast across the sky.
2000-10-10 07:30:00,victoria (canada),bc,ca,Canada,cylinder,other,30.0,0.5,3.4339872044851463,46.216667,-63.483333,2000,10,7,1,Tuesday,2000,Autumn,0,Morning (6–12),Smooth Shiny Cylinder
2000-10-10 16:00:00,jueanu,wi,unknown,Unknown,triangle,triangle,45.0,0.75,3.828641396489095,43.40555,-88.705104,2000,10,16,1,Tuesday,2000,Autumn,0,Afternoon (12–18),5 bight light V shaped
2000-10-10 20:20:00,valley park area of st. louis,mo,unknown,Unknown,oval,oval,15.0,0.25,2.772588722239781,38.627003,-90.199404,2000,10,20,1,Tuesday,2000,Autumn,0,Evening (18–24),Driving on Hyw.141 at Hyw. 44 and going East&#44 I witnessed to my right a glowing orb of light streak horizontally from East to West at a
2000-10-10 20:30:00,brinktown,mo,us,United States,light,light,1800.0,30.0,7.496097345175956,38.1266667,-92.0844444,2000,10,20,1,Tuesday,2000,Autumn,0,Evening (18–24),3 bright golden lights moving independently above the tree line flaring and fading intermittently for approx. 15 min.
2000-10-10 21:30:00,florence,ky,us,United States,light,light,5.0,0.08333333333333333,1.791759469228055,38.9988889,-84.6266667,2000,10,21,1,Tuesday,2000,Autumn,0,Evening (18–24),Two objects traveling side by side pass over&#44 as one begins to zig&#44 zag it&#39s path.
2000-10-10 21:30:00,seattle (west),wa,us,United States,unknown,unknown,10.0,0.16666666666666666,2.3978952727983707,47.6063889,-122.3308333,2000,10,21,1,Tuesday,2000,Autumn,0,Evening (18–24),Dark object in the shape of a (4) after dusk in West Seattle
2000-10-10 22:00:00,port orchard,wa,us,United States,diamond,other,60.0,1.0,4.110873864173311,47.5405556,-122.635,2000,10,22,1,Tuesday,2000,Autumn,0,Evening (18–24),One night my window started to flash
2001-10-10 03:00:00,rockwell city,ia,us,United States,triangle,triangle,240.0,4.0,5.484796933490655,42.3952778,-94.6336111,2001,10,3,2,Wednesday,2000,Autumn,0,Night (0–6),Large&#44silent&#44slow&#44low to the ground dull-black Triangle UFO with round red lights at it&#39s corners that were off .I drew it.
2001-10-10 04:33:00,sydney (nsw&#44 australia),unknown,au,Australia,formation,formation,180.0,3.0,5.198497031265826,-33.861481,151.205475,2001,10,4,2,Wednesday,2000,Autumn,0,Night (0–6),formation and impact
2001-10-10 20:10:00,vancouver (canada),bc,ca,Canada,other,other,300.0,5.0,5.707110264748875,49.25,-123.133333,2001,10,20,2,Wednesday,2000,Autumn,0,Evening (18–24),I observed an green object significantly above a house with the address ((deleted)) Dunbar Street.
2001-10-10 20:35:00,hayward,ca,us,United States,circle,circle,120.0,2.0,4.795790545596741,37.6688889,-122.0797222,2001,10,20,2,Wednesday,2000,Autumn,0,Evening (18–24),FALLING STAR  STOPS  &#39SHOTS OUT  DOZENS OF RED POINTS OF LIGHT
2001-10-10 21:15:00,ottumwa,ia,us,United States,rectangle,other,300.0,5.0,5.707110264748875,41.0041667,-92.3736111,2001,10,21,2,Wednesday,2000,Autumn,0,Evening (18–24),We saw a square object at night&#44  which had 2 blue &amp; 2 red lights at corners&#44 hovering in sky above us.
